date,open,high,low,close,volume,dividends,stock splits
2020-01-02 00:00:00-05:00,71.47659213409148,72.52857392672578,71.22325176244068,72.46825408935547,135480400,0.0,0.0
2020-01-03 00:00:00-05:00,71.69617497011174,72.52376157647284,71.5393448267866,71.76373291015625,146322800,0.0,0.0
2020-01-06 00:00:00-05:00,70.88547942287144,72.37416924858576,70.63454677653742,72.33556365966797,118387200,0.0,0.0
2020-01-07 00:00:00-05:00,72.34521202863968,72.60096759515153,71.7757961977681,71.995361328125,108872000,0.0,0.0
2020-01-08 00:00:00-05:00,71.69858889981313,73.4551026743299,71.69858889981313,73.15350341796875,132079200,0.0,0.0
2020-01-09 00:00:00-05:00,74.13068273740295,74.90036463569696,73.87975745537804,74.70734405517578,170108400,0.0,0.0
2020-01-10 00:00:00-05:00,74.94137084294664,75.44082088635776,74.3743628731269,74.876220703125,140644800,0.0,0.0
2020-01-13 00:00:00-05:00,75.19229822984673,76.50244329938738,75.07406634437707,76.47589874267578,121532000,0.0,0.0
2020-01-14 00:00:00-05:00,76.41317742986432,76.62308929816353,75.32018220682278,75.44322967529297,161954400,0.0,0.0
2020-01-15 00:00:00-05:00,75.24296601736016,76.12363416339696,74.68801909995545,75.11991119384766,121923600,0.0,0.0
2020-01-16 00:00:00-05:00,75.66281874119426,76.17192218872837,75.30089958102596,76.06092834472656,108829200,0.0,0.0
2020-01-17 00:00:00-05:00,76.30942443229468,76.90538477645106,76.00300228022495,76.9029769897461,137816400,0.0,0.0
2020-01-21 00:00:00-05:00,76.53142037146344,76.97295847341564,76.24429727052916,76.38182830810547,110843200,0.0,0.0
2020-01-22 00:00:00-05:00,76.8667843985574,77.20698922015548,76.56036222573736,76.65446472167969,101832400,0.0,0.0
2020-01-23 00:00:00-05:00,76.70756039684032,77.10325483712239,76.15985137274346,77.02363586425781,104472000,0.0,0.0
2020-01-24 00:00:00-05:00,77.26971063356069,78.01284778014684,76.61101536754971,76.80162811279297,146537600,0.0,0.0
2020-01-27 00:00:00-05:00,74.81106755625872,75.2236531438023,73.56124240931901,74.54325103759766,161940000,0.0,0.0
2020-01-28 00:00:00-05:00,75.42394256005781,76.8233601467646,75.32501712161712,76.65205383300781,162234000,0.0,0.0
2020-01-29 00:00:00-05:00,78.28309057876027,79.1034389225781,77.54236118317645,78.25654602050781,216229200,0.0,0.0
2020-01-30 00:00:00-05:00,77.33968569636842,78.196224452265,76.90779359376785,78.14314270019531,126743200,0.0,0.0
2020-01-31 00:00:00-05:00,77.43379716634335,77.85603612229534,74.38402933624978,74.67839050292969,199588400,0.0,0.0
2020-02-03 00:00:00-05:00,73.42131515382538,75.63867332859459,72.91945726436026,74.47329711914062,173788400,0.0,0.0
2020-02-04 00:00:00-05:00,76.07780703357612,77.12255095912198,75.67245940871321,76.93193817138672,136616400,0.0,0.0
2020-02-05 00:00:00-05:00,78.0587078925949,78.35789935199301,76.95606664401838,77.55926513671875,118826800,0.0,0.0
2020-02-06 00:00:00-05:00,77.8295026141326,78.46889159082244,77.27214775489887,78.46647644042969,105425600,0.0,0.0
2020-02-07 00:00:00-05:00,77.96583518982163,78.21494247737544,76.90894303407646,77.39990234375,117684000,0.1925,0.0
2020-02-10 00:00:00-05:00,75.9850613598187,77.76750946044922,75.90525344548281,77.76750946044922,109348800,0.0,0.0
2020-02-11 00:00:00-05:00,78.26332693843266,78.33587960306747,77.080666839712,77.29833221435547,94323200,0.0,0.0
2020-02-12 00:00:00-05:00,77.74815764169257,79.13880655058661,77.74815764169257,79.13397216796875,113730400,0.0,0.0
2020-02-13 00:00:00-05:00,78.4060150979807,78.89697445434517,78.20286026576835,78.57047271728516,94747600,0.0,0.0
2020-02-14 00:00:00-05:00,78.53900374750255,78.8389051991665,78.08190737748309,78.58979797363281,80113600,0.0,0.0
2020-02-18 00:00:00-05:00,76.27044253813855,77.33217635199567,76.08905353965851,77.15078735351562,152531200,0.0,0.0
2020-02-19 00:00:00-05:00,77.39263210107522,78.49789739964547,77.39263210107522,78.26813507080078,93984000,0.0,0.0
2020-02-20 00:00:00-05:00,78.02871401030635,78.51725240619737,76.95972489443142,77.46519470214844,100566000,0.0,0.0
2020-02-21 00:00:00-05:00,77.05887104659352,77.50146427081181,75.09503429364842,75.71175384521484,129554000,0.0,0.0
2020-02-24 00:00:00-05:00,71.89292541072396,73.56653705998549,69.95085421270655,72.11542510986328,222195200,0.0,0.0
2020-02-25 00:00:00-05:00,72.7853633450679,73.16748626275555,69.20111488480276,69.67272186279297,230673600,0.0,0.0
2020-02-26 00:00:00-05:00,69.29785906555418,72.04288097148186,69.29060380017634,70.77799224853516,198054800,0.0,0.0
2020-02-27 00:00:00-05:00,67.98458625765787,69.16965936503753,66.01590779451507,66.1513442993164,320605600,0.0,0.0
2020-02-28 00:00:00-05:00,62.218858912688944,67.33402814341571,62.00360705177279,66.1126708984375,426510000,0.0,0.0
2020-03-02 00:00:00-05:00,68.26997869246647,72.90386365568166,67.16713422063305,72.26779174804688,341397200,0.0,0.0
2020-03-03 00:00:00-05:00,73.44318755767915,73.52299545653904,69.12128685520182,69.97261047363281,319475600,0.0,0.0
2020-03-04 00:00:00-05:00,71.69461969933852,73.37790783984885,70.89409003325196,73.2182846069336,219178400,0.0,0.0
2020-03-05 00:00:00-05:00,71.47210923904862,72.44677262458974,70.4781009386349,70.84329986572266,187572800,0.0,0.0
2020-03-06 00:00:00-05:00,68.20227675514613,70.33541356546097,68.01605333738418,69.90249633789062,226176800,0.0,0.0
2020-03-09 00:00:00-04:00,63.788471263695044,67.2566283985615,63.60708224588359,64.3737564086914,286744800,0.0,0.0
2020-03-10 00:00:00-04:00,67.02689560695507,69.27611722057162,65.14770003627665,69.01007843017578,285290000,0.0,0.0
2020-03-11 00:00:00-04:00,67.08733175658426,68.01362169576068,65.74988307252373,66.61329650878906,255598800,0.0,0.0
2020-03-12 00:00:00-04:00,61.8996120451793,65.30005115563984,59.97930624666177,60.03493118286133,418474000,0.0,0.0
2020-03-13 00:00:00-04:00,64.06420829674353,67.69924517714318,61.17648985244003,67.22763061523438,370732000,0.0,0.0
2020-03-16 00:00:00-04:00,58.51609179443726,62.65901412516802,58.044481123383505,58.578975677490234,322423600,0.0,0.0
2020-03-17 00:00:00-04:00,59.86078026244391,62.303482965474245,57.65750864986293,61.15468978881836,324056000,0.0,0.0
2020-03-18 00:00:00-04:00,57.98885363786599,60.46299850331859,57.34794363950967,59.657630920410156,300233600,0.0,0.0
2020-03-19 00:00:00-04:00,59.831764860050804,61.14985749394757,58.67571261986398,59.200531005859375,271857200,0.0,0.0
2020-03-20 00:00:00-04:00,59.780979833542105,60.905593927619734,55.142259915533515,55.44215774536133,401693200,0.0,0.0
2020-03-23 00:00:00-04:00,55.16160435739665,55.26318175410043,51.42015363881515,54.26433181762695,336752800,0.0,0.0
2020-03-24 00:00:00-04:00,57.1641431646422,59.904326973466,56.66592859765041,59.70842742919922,287531200,0.0,0.0
2020-03-25 00:00:00-04:00,60.644394003218935,62.45828415286656,59.08444921259577,59.37950897216797,303602000,0.0,0.0
2020-03-26 00:00:00-04:00,59.6213733406681,62.56229170772796,59.58267612377225,62.504249572753906,252087200,0.0,0.0
2020-03-27 00:00:00-04:00,61.128105042477195,61.882682250213904,59.74954910896998,59.91642761230469,204216800,0.0,0.0
